Specimen Collection Date,New Cases,Cumulative Cases,Data As Of,Data Loaded At
02/25/2022 12:00:00 AM,130,121629,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
03/05/2020 12:00:00 AM,6,8,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
03/08/2020 12:00:00 AM,1,14,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
03/11/2020 12:00:00 AM,9,29,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
03/14/2020 12:00:00 AM,10,64,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
03/17/2020 12:00:00 AM,27,143,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
03/20/2020 12:00:00 AM,35,219,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
03/23/2020 12:00:00 AM,33,295,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
03/26/2020 12:00:00 AM,43,423,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
03/29/2020 12:00:00 AM,14,487,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
04/01/2020 12:00:00 AM,40,625,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
04/04/2020 12:00:00 AM,15,704,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
04/07/2020 12:00:00 AM,57,848,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
04/10/2020 12:00:00 AM,28,1018,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
04/13/2020 12:00:00 AM,33,1092,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
04/16/2020 12:00:00 AM,30,1221,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
04/19/2020 12:00:00 AM,34,1309,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
04/22/2020 12:00:00 AM,32,1408,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
04/25/2020 12:00:00 AM,50,1540,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
04/28/2020 12:00:00 AM,73,1681,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
05/01/2020 12:00:00 AM,34,1803,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
05/04/2020 12:00:00 AM,44,1904,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
05/07/2020 12:00:00 AM,27,2016,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
05/10/2020 12:00:00 AM,5,2055,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
05/13/2020 12:00:00 AM,32,2168,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
05/16/2020 12:00:00 AM,8,2247,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
05/19/2020 12:00:00 AM,32,2333,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
05/22/2020 12:00:00 AM,33,2434,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
05/25/2020 12:00:00 AM,9,2471,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
05/28/2020 12:00:00 AM,24,2577,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
05/31/2020 12:00:00 AM,26,2657,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
06/03/2020 12:00:00 AM,27,2767,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
06/06/2020 12:00:00 AM,15,2849,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
06/09/2020 12:00:00 AM,33,2934,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
06/12/2020 12:00:00 AM,27,3003,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
06/15/2020 12:00:00 AM,35,3073,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
06/18/2020 12:00:00 AM,44,3215,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
06/21/2020 12:00:00 AM,32,3332,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
06/24/2020 12:00:00 AM,61,3577,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
06/27/2020 12:00:00 AM,51,3763,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
06/30/2020 12:00:00 AM,99,3970,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
07/03/2020 12:00:00 AM,80,4233,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
07/06/2020 12:00:00 AM,86,4397,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
07/09/2020 12:00:00 AM,108,4716,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
07/12/2020 12:00:00 AM,67,4977,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
07/15/2020 12:00:00 AM,154,5431,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
07/18/2020 12:00:00 AM,79,5809,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
07/21/2020 12:00:00 AM,128,6157,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
07/24/2020 12:00:00 AM,121,6528,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
07/27/2020 12:00:00 AM,92,6759,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
07/30/2020 12:00:00 AM,126,7118,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
08/02/2020 12:00:00 AM,45,7344,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
08/05/2020 12:00:00 AM,133,7663,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
08/08/2020 12:00:00 AM,60,7954,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
08/11/2020 12:00:00 AM,105,8223,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
08/14/2020 12:00:00 AM,108,8565,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
08/17/2020 12:00:00 AM,80,8748,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
08/20/2020 12:00:00 AM,85,9011,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
08/23/2020 12:00:00 AM,41,9172,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
08/26/2020 12:00:00 AM,90,9433,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
08/29/2020 12:00:00 AM,46,9645,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
09/01/2020 12:00:00 AM,83,9845,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
09/04/2020 12:00:00 AM,77,10098,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
09/07/2020 12:00:00 AM,49,10209,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
09/10/2020 12:00:00 AM,52,10399,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
09/13/2020 12:00:00 AM,21,10555,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
09/16/2020 12:00:00 AM,71,10805,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
09/19/2020 12:00:00 AM,38,10983,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
09/22/2020 12:00:00 AM,52,11106,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
09/25/2020 12:00:00 AM,53,11300,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
09/28/2020 12:00:00 AM,51,11401,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
10/01/2020 12:00:00 AM,42,11537,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
10/04/2020 12:00:00 AM,14,11593,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
10/07/2020 12:00:00 AM,35,11690,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
10/10/2020 12:00:00 AM,19,11783,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
10/13/2020 12:00:00 AM,42,11876,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
10/16/2020 12:00:00 AM,40,11988,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
10/19/2020 12:00:00 AM,39,12060,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
10/22/2020 12:00:00 AM,56,12187,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
10/25/2020 12:00:00 AM,35,12307,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
10/28/2020 12:00:00 AM,63,12494,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
10/31/2020 12:00:00 AM,50,12652,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
11/03/2020 12:00:00 AM,98,12881,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
11/06/2020 12:00:00 AM,111,13240,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
11/09/2020 12:00:00 AM,127,13463,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
11/12/2020 12:00:00 AM,144,13828,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
11/15/2020 12:00:00 AM,63,14074,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
11/18/2020 12:00:00 AM,181,14569,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
11/21/2020 12:00:00 AM,92,14997,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
11/24/2020 12:00:00 AM,194,15452,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
11/27/2020 12:00:00 AM,126,15795,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
11/30/2020 12:00:00 AM,270,16301,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
12/03/2020 12:00:00 AM,290,17195,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
12/06/2020 12:00:00 AM,115,17689,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
12/09/2020 12:00:00 AM,310,18634,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
12/12/2020 12:00:00 AM,203,19473,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
12/15/2020 12:00:00 AM,384,20358,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
12/18/2020 12:00:00 AM,298,21309,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
12/21/2020 12:00:00 AM,326,21867,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
12/24/2020 12:00:00 AM,232,22723,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
12/27/2020 12:00:00 AM,151,23165,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
12/30/2020 12:00:00 AM,377,24379,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
01/02/2021 12:00:00 AM,240,24962,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
01/05/2021 12:00:00 AM,445,26138,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
01/08/2021 12:00:00 AM,363,27335,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
01/11/2021 12:00:00 AM,425,28101,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
01/14/2021 12:00:00 AM,318,29029,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
01/17/2021 12:00:00 AM,114,29599,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
01/20/2021 12:00:00 AM,225,30218,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
01/23/2021 12:00:00 AM,108,30750,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
01/26/2021 12:00:00 AM,146,31183,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
01/29/2021 12:00:00 AM,143,31619,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
02/01/2021 12:00:00 AM,173,32022,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
02/04/2021 12:00:00 AM,173,32524,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
02/07/2021 12:00:00 AM,66,32822,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
02/10/2021 12:00:00 AM,110,33161,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
02/13/2021 12:00:00 AM,46,33408,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
02/16/2021 12:00:00 AM,85,33605,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
02/19/2021 12:00:00 AM,59,33835,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
02/22/2021 12:00:00 AM,84,34001,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
02/25/2021 12:00:00 AM,58,34188,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
02/28/2021 12:00:00 AM,28,34286,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
03/03/2021 12:00:00 AM,41,34416,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
03/06/2021 12:00:00 AM,28,34514,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
03/09/2021 12:00:00 AM,36,34608,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
03/12/2021 12:00:00 AM,48,34728,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
03/15/2021 12:00:00 AM,41,34804,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
03/18/2021 12:00:00 AM,28,34891,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
03/21/2021 12:00:00 AM,18,34992,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
03/24/2021 12:00:00 AM,52,35123,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
03/27/2021 12:00:00 AM,24,35233,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
03/30/2021 12:00:00 AM,30,35333,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
04/02/2021 12:00:00 AM,24,35458,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
04/05/2021 12:00:00 AM,60,35553,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
04/08/2021 12:00:00 AM,38,35674,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
04/11/2021 12:00:00 AM,15,35751,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
04/14/2021 12:00:00 AM,42,35870,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
04/17/2021 12:00:00 AM,27,35975,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
04/20/2021 12:00:00 AM,38,36059,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
04/23/2021 12:00:00 AM,24,36132,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
04/26/2021 12:00:00 AM,40,36203,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
04/29/2021 12:00:00 AM,35,36290,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
05/02/2021 12:00:00 AM,10,36351,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
05/05/2021 12:00:00 AM,22,36427,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
05/08/2021 12:00:00 AM,15,36484,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
05/11/2021 12:00:00 AM,23,36537,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
05/14/2021 12:00:00 AM,19,36596,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
05/17/2021 12:00:00 AM,21,36635,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
05/20/2021 12:00:00 AM,21,36698,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
05/23/2021 12:00:00 AM,5,36721,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
05/26/2021 12:00:00 AM,19,36775,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
05/29/2021 12:00:00 AM,7,36804,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
06/01/2021 12:00:00 AM,25,36852,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
06/04/2021 12:00:00 AM,10,36901,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
06/07/2021 12:00:00 AM,13,36926,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
06/10/2021 12:00:00 AM,16,36966,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
06/13/2021 12:00:00 AM,4,36988,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
06/16/2021 12:00:00 AM,13,37024,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
06/19/2021 12:00:00 AM,2,37056,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
06/22/2021 12:00:00 AM,13,37098,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
06/25/2021 12:00:00 AM,11,37143,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
06/28/2021 12:00:00 AM,32,37199,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
07/01/2021 12:00:00 AM,44,37325,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
07/04/2021 12:00:00 AM,15,37409,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
07/07/2021 12:00:00 AM,87,37580,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
07/10/2021 12:00:00 AM,67,37839,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
07/13/2021 12:00:00 AM,119,38125,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
07/16/2021 12:00:00 AM,132,38565,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
07/19/2021 12:00:00 AM,194,38936,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
07/22/2021 12:00:00 AM,236,39662,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
07/25/2021 12:00:00 AM,109,40152,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
07/28/2021 12:00:00 AM,403,41188,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
07/31/2021 12:00:00 AM,210,42113,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
08/03/2021 12:00:00 AM,341,42955,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
08/06/2021 12:00:00 AM,249,43831,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
08/09/2021 12:00:00 AM,279,44405,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
08/12/2021 12:00:00 AM,242,45170,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
08/15/2021 12:00:00 AM,109,45612,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
08/18/2021 12:00:00 AM,205,46281,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
08/21/2021 12:00:00 AM,84,46738,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
08/24/2021 12:00:00 AM,158,47163,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
08/27/2021 12:00:00 AM,131,47655,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
08/30/2021 12:00:00 AM,139,47935,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
09/02/2021 12:00:00 AM,110,48340,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
09/05/2021 12:00:00 AM,60,48576,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
09/08/2021 12:00:00 AM,145,48936,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
09/11/2021 12:00:00 AM,73,49281,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
09/14/2021 12:00:00 AM,130,49577,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
09/17/2021 12:00:00 AM,100,49932,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
09/20/2021 12:00:00 AM,93,50155,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
09/23/2021 12:00:00 AM,94,50450,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
09/26/2021 12:00:00 AM,41,50618,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
09/29/2021 12:00:00 AM,115,50927,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
10/02/2021 12:00:00 AM,40,51176,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
10/05/2021 12:00:00 AM,86,51389,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
10/08/2021 12:00:00 AM,63,51638,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
10/11/2021 12:00:00 AM,59,51763,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
10/14/2021 12:00:00 AM,49,51960,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
10/17/2021 12:00:00 AM,23,52077,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
10/20/2021 12:00:00 AM,85,52300,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
10/23/2021 12:00:00 AM,37,52445,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
10/26/2021 12:00:00 AM,61,52580,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
10/29/2021 12:00:00 AM,50,52787,03/04/2022 04:30:00 AM,03/04/2022 07:00:11 AM
11/01/2021 12:00:00 AM,70,52922,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/04/2021 12:00:00 AM,104,53230,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/07/2021 12:00:00 AM,39,53438,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/10/2021 12:00:00 AM,72,53647,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/13/2021 12:00:00 AM,32,53823,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/16/2021 12:00:00 AM,77,53992,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/19/2021 12:00:00 AM,52,54191,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/22/2021 12:00:00 AM,65,54331,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/25/2021 12:00:00 AM,13,54479,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/28/2021 12:00:00 AM,31,54594,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/01/2021 12:00:00 AM,111,54907,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/04/2021 12:00:00 AM,54,55137,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/07/2021 12:00:00 AM,102,55380,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/10/2021 12:00:00 AM,83,55681,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/13/2021 12:00:00 AM,125,55925,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/16/2021 12:00:00 AM,311,56761,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/19/2021 12:00:00 AM,219,57567,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/22/2021 12:00:00 AM,1042,60131,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/25/2021 12:00:00 AM,120,61916,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/28/2021 12:00:00 AM,1890,66276,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/31/2021 12:00:00 AM,1052,71041,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/03/2022 12:00:00 AM,2754,75140,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/06/2022 12:00:00 AM,2898,84299,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/09/2022 12:00:00 AM,1138,89249,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/12/2022 12:00:00 AM,2444,95203,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/15/2022 12:00:00 AM,1161,100343,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/18/2022 12:00:00 AM,1757,104560,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/21/2022 12:00:00 AM,1248,108974,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/24/2022 12:00:00 AM,1120,111402,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/27/2022 12:00:00 AM,783,114082,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/30/2022 12:00:00 AM,237,115297,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
02/02/2022 12:00:00 AM,493,116803,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
02/05/2022 12:00:00 AM,229,117807,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
02/08/2022 12:00:00 AM,358,118728,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
02/11/2022 12:00:00 AM,227,119580,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
02/14/2022 12:00:00 AM,250,120049,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
02/17/2022 12:00:00 AM,200,120638,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
02/20/2022 12:00:00 AM,67,120926,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
02/23/2022 12:00:00 AM,123,121364,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
