Specimen Collection Date,New Cases,Cumulative Cases,Data As Of,Data Loaded At
02/26/2022 12:00:00 AM,72,121701,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
03/03/2020 12:00:00 AM,2,2,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
03/06/2020 12:00:00 AM,0,8,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
03/09/2020 12:00:00 AM,0,14,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
03/12/2020 12:00:00 AM,9,38,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
03/15/2020 12:00:00 AM,11,75,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
03/18/2020 12:00:00 AM,22,165,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
03/21/2020 12:00:00 AM,17,236,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
03/24/2020 12:00:00 AM,41,336,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
03/27/2020 12:00:00 AM,33,456,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
03/30/2020 12:00:00 AM,43,530,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
04/02/2020 12:00:00 AM,38,663,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
04/05/2020 12:00:00 AM,35,739,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
04/08/2020 12:00:00 AM,66,914,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
04/11/2020 12:00:00 AM,23,1041,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
04/14/2020 12:00:00 AM,46,1138,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
04/17/2020 12:00:00 AM,40,1261,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
04/20/2020 12:00:00 AM,37,1346,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
04/23/2020 12:00:00 AM,46,1454,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
04/26/2020 12:00:00 AM,32,1572,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
04/29/2020 12:00:00 AM,49,1730,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
05/02/2020 12:00:00 AM,46,1849,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
05/05/2020 12:00:00 AM,44,1948,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
05/08/2020 12:00:00 AM,27,2043,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
05/11/2020 12:00:00 AM,27,2082,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
05/14/2020 12:00:00 AM,36,2204,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
05/17/2020 12:00:00 AM,10,2257,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
05/20/2020 12:00:00 AM,42,2375,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
05/23/2020 12:00:00 AM,17,2451,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
05/26/2020 12:00:00 AM,47,2518,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
05/29/2020 12:00:00 AM,32,2609,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
06/01/2020 12:00:00 AM,38,2695,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
06/04/2020 12:00:00 AM,38,2805,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
06/07/2020 12:00:00 AM,17,2866,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
06/10/2020 12:00:00 AM,19,2953,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
06/13/2020 12:00:00 AM,20,3023,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
06/16/2020 12:00:00 AM,48,3121,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
06/19/2020 12:00:00 AM,44,3259,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
06/22/2020 12:00:00 AM,105,3437,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
06/25/2020 12:00:00 AM,66,3643,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
06/28/2020 12:00:00 AM,36,3799,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
07/01/2020 12:00:00 AM,80,4050,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
07/04/2020 12:00:00 AM,27,4260,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
07/07/2020 12:00:00 AM,100,4497,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
07/10/2020 12:00:00 AM,127,4843,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
07/13/2020 12:00:00 AM,139,5116,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
07/16/2020 12:00:00 AM,145,5576,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
07/19/2020 12:00:00 AM,74,5883,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
07/22/2020 12:00:00 AM,128,6285,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
07/25/2020 12:00:00 AM,77,6605,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
07/28/2020 12:00:00 AM,96,6855,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
07/31/2020 12:00:00 AM,115,7233,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
08/03/2020 12:00:00 AM,103,7447,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
08/06/2020 12:00:00 AM,101,7764,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
08/09/2020 12:00:00 AM,60,8014,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
08/12/2020 12:00:00 AM,132,8355,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
08/15/2020 12:00:00 AM,66,8631,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
08/18/2020 12:00:00 AM,81,8829,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
08/21/2020 12:00:00 AM,77,9088,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
08/24/2020 12:00:00 AM,92,9264,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
08/27/2020 12:00:00 AM,100,9533,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
08/30/2020 12:00:00 AM,33,9678,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
09/02/2020 12:00:00 AM,83,9928,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
09/05/2020 12:00:00 AM,37,10135,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
09/08/2020 12:00:00 AM,68,10277,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
09/11/2020 12:00:00 AM,91,10490,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
09/14/2020 12:00:00 AM,95,10650,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
09/17/2020 12:00:00 AM,52,10857,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
09/20/2020 12:00:00 AM,18,11001,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
09/23/2020 12:00:00 AM,66,11172,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
09/26/2020 12:00:00 AM,20,11320,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
09/29/2020 12:00:00 AM,44,11445,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
10/02/2020 12:00:00 AM,23,11560,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
10/05/2020 12:00:00 AM,25,11618,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
10/08/2020 12:00:00 AM,38,11728,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
10/11/2020 12:00:00 AM,16,11799,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
10/14/2020 12:00:00 AM,32,11908,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
10/17/2020 12:00:00 AM,23,12011,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
10/20/2020 12:00:00 AM,42,12102,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
10/23/2020 12:00:00 AM,53,12240,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
10/26/2020 12:00:00 AM,49,12356,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
10/29/2020 12:00:00 AM,50,12544,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/01/2020 12:00:00 AM,34,12686,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/04/2020 12:00:00 AM,125,13006,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/07/2020 12:00:00 AM,66,13306,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/10/2020 12:00:00 AM,114,13577,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/13/2020 12:00:00 AM,108,13936,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/16/2020 12:00:00 AM,170,14244,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/19/2020 12:00:00 AM,170,14739,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/22/2020 12:00:00 AM,81,15078,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/25/2020 12:00:00 AM,163,15615,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/28/2020 12:00:00 AM,105,15900,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/01/2020 12:00:00 AM,305,16606,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/04/2020 12:00:00 AM,235,17430,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/07/2020 12:00:00 AM,324,18013,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/10/2020 12:00:00 AM,321,18955,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/13/2020 12:00:00 AM,127,19600,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/16/2020 12:00:00 AM,344,20702,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/19/2020 12:00:00 AM,128,21437,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/22/2020 12:00:00 AM,333,22200,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/25/2020 12:00:00 AM,70,22793,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/28/2020 12:00:00 AM,398,23563,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/31/2020 12:00:00 AM,276,24655,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/03/2021 12:00:00 AM,172,25134,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/06/2021 12:00:00 AM,391,26529,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/09/2021 12:00:00 AM,223,27558,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/12/2021 12:00:00 AM,294,28395,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/15/2021 12:00:00 AM,299,29328,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/18/2021 12:00:00 AM,179,29778,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/21/2021 12:00:00 AM,217,30435,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/24/2021 12:00:00 AM,91,30841,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/27/2021 12:00:00 AM,144,31327,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/30/2021 12:00:00 AM,141,31760,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
02/02/2021 12:00:00 AM,142,32164,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
02/05/2021 12:00:00 AM,149,32673,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
02/08/2021 12:00:00 AM,123,32945,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
02/11/2021 12:00:00 AM,111,33272,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
02/14/2021 12:00:00 AM,41,33449,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
02/17/2021 12:00:00 AM,82,33687,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
02/20/2021 12:00:00 AM,45,33880,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
02/23/2021 12:00:00 AM,73,34074,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
02/26/2021 12:00:00 AM,48,34236,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
03/01/2021 12:00:00 AM,48,34334,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
03/04/2021 12:00:00 AM,33,34449,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
03/07/2021 12:00:00 AM,20,34534,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
03/10/2021 12:00:00 AM,28,34636,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
03/13/2021 12:00:00 AM,21,34749,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
03/16/2021 12:00:00 AM,25,34829,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
03/19/2021 12:00:00 AM,49,34940,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
03/22/2021 12:00:00 AM,43,35035,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
03/25/2021 12:00:00 AM,45,35168,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
03/28/2021 12:00:00 AM,18,35251,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
03/31/2021 12:00:00 AM,52,35385,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
04/03/2021 12:00:00 AM,24,35482,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
04/06/2021 12:00:00 AM,34,35587,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
04/09/2021 12:00:00 AM,30,35704,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
04/12/2021 12:00:00 AM,41,35792,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
04/15/2021 12:00:00 AM,47,35917,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
04/18/2021 12:00:00 AM,14,35989,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
04/21/2021 12:00:00 AM,22,36081,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
04/24/2021 12:00:00 AM,16,36148,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
04/27/2021 12:00:00 AM,19,36222,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
04/30/2021 12:00:00 AM,33,36323,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
05/03/2021 12:00:00 AM,23,36374,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
05/06/2021 12:00:00 AM,23,36450,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
05/09/2021 12:00:00 AM,16,36500,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
05/12/2021 12:00:00 AM,19,36556,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
05/15/2021 12:00:00 AM,6,36602,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
05/18/2021 12:00:00 AM,17,36652,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
05/21/2021 12:00:00 AM,12,36710,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
05/24/2021 12:00:00 AM,16,36737,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
05/27/2021 12:00:00 AM,13,36788,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
05/30/2021 12:00:00 AM,12,36816,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
06/02/2021 12:00:00 AM,17,36869,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
06/05/2021 12:00:00 AM,8,36909,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
06/08/2021 12:00:00 AM,13,36939,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
06/11/2021 12:00:00 AM,10,36976,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
06/14/2021 12:00:00 AM,14,37002,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
06/17/2021 12:00:00 AM,19,37043,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
06/20/2021 12:00:00 AM,8,37064,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
06/23/2021 12:00:00 AM,13,37111,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
06/26/2021 12:00:00 AM,15,37158,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
06/29/2021 12:00:00 AM,42,37241,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
07/02/2021 12:00:00 AM,32,37357,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
07/05/2021 12:00:00 AM,15,37424,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
07/08/2021 12:00:00 AM,103,37683,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
07/11/2021 12:00:00 AM,57,37896,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
07/14/2021 12:00:00 AM,132,38257,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
07/17/2021 12:00:00 AM,107,38672,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
07/20/2021 12:00:00 AM,237,39173,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
07/23/2021 12:00:00 AM,228,39890,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
07/26/2021 12:00:00 AM,283,40435,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
07/29/2021 12:00:00 AM,446,41634,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
08/01/2021 12:00:00 AM,144,42257,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
08/04/2021 12:00:00 AM,329,43284,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
08/07/2021 12:00:00 AM,162,43993,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
08/10/2021 12:00:00 AM,253,44658,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
08/13/2021 12:00:00 AM,212,45382,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
08/16/2021 12:00:00 AM,243,45855,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
08/19/2021 12:00:00 AM,217,46498,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
08/22/2021 12:00:00 AM,83,46821,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
08/25/2021 12:00:00 AM,191,47354,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
08/28/2021 12:00:00 AM,72,47727,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
08/31/2021 12:00:00 AM,149,48084,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
09/03/2021 12:00:00 AM,111,48451,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
09/06/2021 12:00:00 AM,66,48642,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
09/09/2021 12:00:00 AM,151,49087,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
09/12/2021 12:00:00 AM,42,49323,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
09/15/2021 12:00:00 AM,134,49711,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
09/18/2021 12:00:00 AM,65,49997,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
09/21/2021 12:00:00 AM,96,50251,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
09/24/2021 12:00:00 AM,80,50530,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
09/27/2021 12:00:00 AM,119,50737,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
09/30/2021 12:00:00 AM,114,51041,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
10/03/2021 12:00:00 AM,39,51215,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
10/06/2021 12:00:00 AM,115,51504,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
10/09/2021 12:00:00 AM,36,51674,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
10/12/2021 12:00:00 AM,78,51841,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
10/15/2021 12:00:00 AM,61,52021,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
10/18/2021 12:00:00 AM,71,52148,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
10/21/2021 12:00:00 AM,59,52359,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
10/24/2021 12:00:00 AM,11,52456,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
10/27/2021 12:00:00 AM,90,52670,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
10/30/2021 12:00:00 AM,45,52832,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/02/2021 12:00:00 AM,83,53005,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/05/2021 12:00:00 AM,113,53343,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/08/2021 12:00:00 AM,78,53516,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/11/2021 12:00:00 AM,85,53732,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/14/2021 12:00:00 AM,27,53850,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/17/2021 12:00:00 AM,83,54075,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/20/2021 12:00:00 AM,45,54236,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/23/2021 12:00:00 AM,68,54399,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/26/2021 12:00:00 AM,45,54524,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
11/29/2021 12:00:00 AM,82,54676,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/02/2021 12:00:00 AM,92,54999,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/05/2021 12:00:00 AM,49,55186,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/08/2021 12:00:00 AM,111,55491,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/11/2021 12:00:00 AM,64,55745,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/14/2021 12:00:00 AM,230,56155,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/17/2021 12:00:00 AM,324,57085,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/20/2021 12:00:00 AM,614,58181,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/23/2021 12:00:00 AM,1120,61251,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/26/2021 12:00:00 AM,821,62737,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
12/29/2021 12:00:00 AM,1760,68036,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/01/2022 12:00:00 AM,303,71344,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/04/2022 12:00:00 AM,3079,78219,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/07/2022 12:00:00 AM,2498,86797,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/10/2022 12:00:00 AM,1723,90972,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/13/2022 12:00:00 AM,2115,97318,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/16/2022 12:00:00 AM,899,101242,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/19/2022 12:00:00 AM,1625,106185,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/22/2022 12:00:00 AM,729,109703,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/25/2022 12:00:00 AM,1003,112405,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/28/2022 12:00:00 AM,617,114699,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
01/31/2022 12:00:00 AM,570,115867,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
02/03/2022 12:00:00 AM,428,117231,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
02/06/2022 12:00:00 AM,171,117978,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
02/09/2022 12:00:00 AM,351,119079,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
02/12/2022 12:00:00 AM,117,119697,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
02/15/2022 12:00:00 AM,201,120250,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
02/18/2022 12:00:00 AM,144,120782,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
02/21/2022 12:00:00 AM,133,121059,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
02/24/2022 12:00:00 AM,135,121499,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
02/27/2022 12:00:00 AM,58,121759,03/04/2022 04:30:00 AM,03/04/2022 07:00:12 AM
